xflr5 v6.57,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
.plane,,,,,,,,,,,,,,,
T1-17.0 m/s-Panel,,,,,,,,,,,,,,,
QInf  =,17,m/s,,,,,,,,,,,,,
Alpha = ,3,,,,,,,,,,,,,,
Beta  = ,   0.000°,,,,,,,,,,,,,,
Phi   = ,   0.000°,,,,,,,,,,,,,,
Ctrl  = ,0,,,,,,,,,,,,,,
CL    = ,0.887273,,,,,,,,,,,,,,
Cy    = ,0,,,,,,,,,,,,,,
Cd=,0.06138,ICd=,0.048965,PCd=,0.012415,,,,,,,,,,
363,   8.050e-02,-5.79E-01,   3.573e-02,-0.313,-0.019,0.949,   1.195e-03,-1.2304,,,,,,,
364,   1.062e-01,-5.79E-01,   4.182e-02,-0.158,-0.015,0.987,   1.390e-03,-1.2786,,,,,,,
365,   1.361e-01,-5.79E-01,   4.457e-02,-0.031,-0.014,0.999,   1.550e-03,-1.1662,,,,,,,
366,   1.689e-01,-5.79E-01,   4.408e-02,0.058,-0.013,0.998,   1.662e-03,-0.9803,,,,,,,
367,   2.032e-01,-5.79E-01,   4.093e-02,0.123,-0.013,0.992,   1.709e-03,-0.798,,,,,,,
368,   2.376e-01,-5.79E-01,   3.582e-02,0.172,-0.014,0.985,   1.684e-03,-0.6362,,,,,,,
369,   2.704e-01,-5.79E-01,   2.945e-02,0.21,-0.015,0.978,   1.585e-03,-0.4972,,,,,,,
370,   3.003e-01,-5.79E-01,   2.254e-02,0.242,-0.016,0.97,   1.414e-03,-0.3821,,,,,,,
371,   3.259e-01,-5.79E-01,   1.574e-02,0.273,-0.017,0.962,   1.180e-03,-0.2932,,,,,,,
372,   3.462e-01,-5.79E-01,   9.526e-03,0.319,-0.02,0.948,   8.949e-04,-0.2148,,,,,,,
373,   3.603e-01,-5.79E-01,   4.176e-03,0.413,-0.025,0.91,   5.756e-04,0.0293,,,,,,,
374,   3.674e-01,-5.79E-01,   8.720e-04,0.433,-0.026,0.901,   1.968e-04,0.1859,,,,,,,
Strip 13,,,,,,,,,,,,,,,
375,   3.704e-01,-5.29E-01,   5.673e-04,-0.294,0.018,-0.956,   1.948e-04,0.376,,,,,,,
376,   3.631e-01,-5.29E-01,   2.437e-03,-0.233,0.014,-0.972,   5.660e-04,0.3957,,,,,,,
377,   3.489e-01,-5.29E-01,   5.029e-03,-0.145,0.009,-0.989,   9.001e-04,0.4197,,,,,,,
378,   3.283e-01,-5.29E-01,   7.038e-03,-0.061,0.005,-0.998,   1.194e-03,0.4036,,,,,,,
379,   3.022e-01,-5.29E-01,   7.831e-03,-0.005,0.003,-1,   1.441e-03,0.3723,,,,,,,
380,   2.719e-01,-5.29E-01,   7.210e-03,0.043,0.001,-0.999,   1.629e-03,0.3349,,,,,,,
381,   2.386e-01,-5.29E-01,   5.077e-03,0.083,0,-0.997,   1.748e-03,0.2852,,,,,,,
382,   2.037e-01,-5.29E-01,   1.702e-03,0.109,-0.001,-0.994,   1.792e-03,0.2206,,,,,,,
383,   1.689e-01,-5.29E-01,-2.33E-03,0.121,-0.001,-0.993,   1.755e-03,0.1407,,,,,,,
384,   1.355e-01,-5.29E-01,-6.25E-03,0.112,-0.001,-0.994,   1.637e-03,0.0449,,,,,,,
385,   1.052e-01,-5.29E-01,-9.05E-03,0.07,-0.001,-0.998,   1.444e-03,-0.0441,,,,,,,
386,   7.916e-02,-5.29E-01,-1.01E-02,0,-0.003,-1,   1.192e-03,-0.0879,,,,,,,
387,   5.856e-02,-5.29E-01,-9.26E-03,-0.089,-0.006,-0.996,   8.942e-04,-0.0872,,,,,,,
388,   4.431e-02,-5.29E-01,-7.08E-03,-0.246,-0.011,-0.969,   5.679e-04,-0.1483,,,,,,,
389,   3.702e-02,-5.29E-01,-3.10E-03,-0.816,-0.033,-0.577,   3.225e-04,0.6022,,,,,,,
390,   3.702e-02,-5.29E-01,   4.894e-03,-0.946,-0.038,0.323,   5.759e-04,0.775,,,,,,,
391,   4.431e-02,-5.29E-01,   1.618e-02,-0.735,-0.031,0.678,   8.123e-04,-0.2116,,,,,,,
392,   5.856e-02,-5.29E-01,   2.723e-02,-0.504,-0.024,0.863,   1.032e-03,-0.9582,,,,,,,
393,   7.916e-02,-5.29E-01,   3.627e-02,-0.313,-0.019,0.949,   1.255e-03,-1.2622,,,,,,,
394,   1.052e-01,-5.29E-01,   4.245e-02,-0.158,-0.015,0.987,   1.460e-03,-1.3087,,,,,,,
395,   1.355e-01,-5.29E-01,   4.524e-02,-0.031,-0.014,0.999,   1.628e-03,-1.1931,,,,,,,
396,   1.689e-01,-5.29E-01,   4.473e-02,0.058,-0.013,0.998,   1.745e-03,-1.0029,,,,,,,
397,   2.037e-01,-5.29E-01,   4.154e-02,0.123,-0.013,0.992,   1.795e-03,-0.8165,,,,,,,
398,   2.386e-01,-5.29E-01,   3.635e-02,0.172,-0.014,0.985,   1.769e-03,-0.6508,,,,,,,
399,   2.719e-01,-5.29E-01,   2.989e-02,0.21,-0.015,0.978,   1.664e-03,-0.5083,,,,,,,
400,   3.022e-01,-5.29E-01,   2.288e-02,0.242,-0.016,0.97,   1.485e-03,-0.39,,,,,,,
401,   3.283e-01,-5.29E-01,   1.598e-02,0.273,-0.017,0.962,   1.239e-03,-0.2981,,,,,,,
402,   3.489e-01,-5.29E-01,   9.668e-03,0.319,-0.02,0.948,   9.397e-04,-0.2168,,,,,,,
403,   3.631e-01,-5.29E-01,   4.238e-03,0.413,-0.025,0.91,   6.045e-04,0.03,,,,,,,
404,   3.704e-01,-5.29E-01,   8.851e-04,0.433,-0.026,0.901,   2.066e-04,0.188,,,,,,,
Strip 14,,,,,,,,,,,,,,,
405,   3.734e-01,-4.78E-01,   5.759e-04,-0.294,0.018,-0.956,   2.023e-04,0.3781,,,,,,,
406,   3.660e-01,-4.78E-01,   2.474e-03,-0.233,0.014,-0.972,   5.875e-04,0.3983,,,,,,,
407,   3.516e-01,-4.78E-01,   5.105e-03,-0.145,0.009,-0.989,   9.343e-04,0.4226,,,,,,,
408,   3.307e-01,-4.78E-01,   7.145e-03,-0.061,0.005,-0.998,   1.239e-03,0.4065,,,,,,,
409,   3.042e-01,-4.78E-01,   7.949e-03,-0.005,0.003,-1,   1.496e-03,0.3754,,,,,,,
410,   2.734e-01,-4.78E-01,   7.320e-03,0.043,0.001,-0.999,   1.691e-03,0.3383,,,,,,,
411,   2.396e-01,-4.78E-01,   5.155e-03,0.083,0,-0.997,   1.815e-03,0.2895,,,,,,,
412,   2.042e-01,-4.78E-01,   1.728e-03,0.109,-0.001,-0.994,   1.860e-03,0.225,,,,,,,
413,   1.688e-01,-4.78E-01,-2.37E-03,0.121,-0.001,-0.993,   1.822e-03,0.1448,,,,,,,
414,   1.350e-01,-4.78E-01,-6.34E-03,0.112,-0.001,-0.994,   1.700e-03,0.0502,,,,,,,
415,   1.042e-01,-4.78E-01,-9.19E-03,0.07,-0.001,-0.998,   1.499e-03,-0.0386,,,,,,,
416,   7.778e-02,-4.78E-01,-1.02E-02,0,-0.003,-1,   1.237e-03,-0.0822,,,,,,,
417,   5.687e-02,-4.78E-01,-9.40E-03,-0.089,-0.006,-0.996,   9.282e-04,-0.0772,,,,,,,
418,   4.240e-02,-4.78E-01,-7.19E-03,-0.246,-0.011,-0.969,   5.895e-04,-0.1266,,,,,,,
419,   3.501e-02,-4.78E-01,-3.14E-03,-0.816,-0.033,-0.577,   3.348e-04,0.6194,,,,,,,
420,   3.501e-02,-4.78E-01,   4.968e-03,-0.946,-0.038,0.323,   5.978e-04,0.7611,,,,,,,
421,   4.240e-02,-4.78E-01,   1.643e-02,-0.735,-0.031,0.678,   8.432e-04,-0.2369,,,,,,,
422,   5.687e-02,-4.78E-01,   2.765e-02,-0.504,-0.024,0.863,   1.071e-03,-0.9889,,,,,,,
423,   7.778e-02,-4.78E-01,   3.682e-02,-0.313,-0.019,0.949,   1.303e-03,-1.295,,,,,,,
424,   1.042e-01,-4.78E-01,   4.309e-02,-0.158,-0.015,0.987,   1.515e-03,-1.3396,,,,,,,
425,   1.350e-01,-4.78E-01,   4.592e-02,-0.031,-0.014,0.999,   1.690e-03,-1.2201,,,,,,,
426,   1.688e-01,-4.78E-01,   4.541e-02,0.058,-0.013,0.998,   1.812e-03,-1.0251,,,,,,,
427,   2.042e-01,-4.78E-01,   4.217e-02,0.123,-0.013,0.992,   1.863e-03,-0.833,,,,,,,
428,   2.396e-01,-4.78E-01,   3.691e-02,0.172,-0.014,0.985,   1.836e-03,-0.6628,,,,,,,
429,   2.734e-01,-4.78E-01,   3.034e-02,0.21,-0.015,0.978,   1.728e-03,-0.5171,,,,,,,
430,   3.042e-01,-4.78E-01,   2.323e-02,0.242,-0.016,0.97,   1.542e-03,-0.3957,,,,,,,
431,   3.307e-01,-4.78E-01,   1.622e-02,0.273,-0.017,0.962,   1.286e-03,-0.301,,,,,,,
432,   3.516e-01,-4.78E-01,   9.815e-03,0.319,-0.02,0.948,   9.755e-04,-0.2172,,,,,,,
433,   3.660e-01,-4.78E-01,   4.302e-03,0.413,-0.025,0.91,   6.275e-04,0.0314,,,,,,,
434,   3.734e-01,-4.78E-01,   8.985e-04,0.433,-0.026,0.901,   2.145e-04,0.1903,,,,,,,
Strip 15,,,,,,,,,,,,,,,
435,   3.765e-01,-4.26E-01,   5.846e-04,-0.294,0.018,-0.956,   2.076e-04,0.3846,,,,,,,
436,   3.690e-01,-4.26E-01,   2.512e-03,-0.233,0.014,-0.972,   6.031e-04,0.4034,,,,,,,
437,   3.543e-01,-4.26E-01,   5.182e-03,-0.145,0.009,-0.989,   9.590e-04,0.4149,,,,,,,
438,   3.331e-01,-4.26E-01,   7.253e-03,-0.061,0.005,-0.998,   1.272e-03,0.3902,,,,,,,
439,   3.063e-01,-4.26E-01,   8.070e-03,-0.005,0.003,-1,   1.535e-03,0.3726,,,,,,,
440,   2.750e-01,-4.26E-01,   7.431e-03,0.043,0.001,-0.999,   1.735e-03,0.3407,,,,,,,
441,   2.407e-01,-4.26E-01,   5.233e-03,0.083,0,-0.997,   1.863e-03,0.2938,,,,,,,
442,   2.047e-01,-4.26E-01,   1.754e-03,0.109,-0.001,-0.994,   1.909e-03,0.2118,,,,,,,
443,   1.688e-01,-4.26E-01,-2.41E-03,0.121,-0.001,-0.993,   1.870e-03,0.1442,,,,,,,
444,   1.345e-01,-4.26E-01,-6.44E-03,0.112,-0.001,-0.994,   1.745e-03,0.0502,,,,,,,
445,   1.032e-01,-4.26E-01,-9.33E-03,0.07,-0.001,-0.998,   1.539e-03,-0.0415,,,,,,,
446,   7.638e-02,-4.26E-01,-1.04E-02,0,-0.003,-1,   1.270e-03,-0.0884,,,,,,,
447,   5.515e-02,-4.26E-01,-9.54E-03,-0.089,-0.006,-0.996,   9.527e-04,-0.0833,,,,,,,
448,   4.046e-02,-4.26E-01,-7.30E-03,-0.246,-0.011,-0.969,   6.051e-04,-0.1252,,,,,,,
449,   3.296e-02,-4.26E-01,-3.19E-03,-0.816,-0.033,-0.577,   3.436e-04,0.6249,,,,,,,
450,   3.296e-02,-4.26E-01,   5.044e-03,-0.946,-0.038,0.323,   6.136e-04,0.7568,,,,,,,
451,   4.046e-02,-4.26E-01,   1.668e-02,-0.735,-0.031,0.678,   8.655e-04,-0.2824,,,,,,,
452,   5.515e-02,-4.26E-01,   2.807e-02,-0.504,-0.024,0.863,   1.099e-03,-1.0337,,,,,,,
453,   7.638e-02,-4.26E-01,   3.738e-02,-0.313,-0.019,0.949,   1.337e-03,-1.3495,,,,,,,
454,   1.032e-01,-4.26E-01,   4.375e-02,-0.158,-0.015,0.987,   1.555e-03,-1.3833,,,,,,,
455,   1.345e-01,-4.26E-01,   4.662e-02,-0.031,-0.014,0.999,   1.735e-03,-1.2528,,,,,,,
456,   1.688e-01,-4.26E-01,   4.610e-02,0.058,-0.013,0.998,   1.860e-03,-1.053,,,,,,,
457,   2.047e-01,-4.26E-01,   4.281e-02,0.123,-0.013,0.992,   1.912e-03,-0.9203,,,,,,,
458,   2.407e-01,-4.26E-01,   3.747e-02,0.172,-0.014,0.985,   1.884e-03,-0.6974,,,,,,,
459,   2.750e-01,-4.26E-01,   3.080e-02,0.21,-0.015,0.978,   1.773e-03,-0.5204,,,,,,,
460,   3.063e-01,-4.26E-01,   2.358e-02,0.242,-0.016,0.97,   1.583e-03,-0.3967,,,,,,,
461,   3.331e-01,-4.26E-01,   1.647e-02,0.273,-0.017,0.962,   1.320e-03,-0.2962,,,,,,,
462,   3.543e-01,-4.26E-01,   9.964e-03,0.319,-0.02,0.948,   1.001e-03,-0.2148,,,,,,,
463,   3.690e-01,-4.26E-01,   4.368e-03,0.413,-0.025,0.91,   6.441e-04,0.0242,,,,,,,
464,   3.765e-01,-4.26E-01,   9.121e-04,0.433,-0.026,0.901,   2.202e-04,0.1987,,,,,,,
Strip 16,,,,,,,,,,,,,,,
465,   3.771e-01,-3.99E-01,   8.903e-04,-0.286,0.027,-0.958,   1.534e-05,0.0758,,,,,,,
466,   3.654e-01,-3.99E-01,   3.552e-03,-0.198,0.019,-0.98,   4.397e-05,0.1376,,,,,,,
467,   3.427e-01,-3.99E-01,   6.587e-03,-0.09,0.024,-0.996,   6.884e-05,0.2469,,,,,,,
468,   3.107e-01,-3.99E-01,   8.061e-03,-0.012,0.042,-0.999,   8.941e-05,0.399,,,,,,,
469,   2.714e-01,-3.99E-01,   7.219e-03,0.05,0.048,-0.998,   1.043e-04,0.2914,,,,,,,
470,   2.276e-01,-3.99E-01,   4.024e-03,0.094,0.032,-0.995,   1.122e-04,0.2492,,,,,,,
471,   1.823e-01,-3.99E-01,-8.31E-04,0.119,0.009,-0.993,   1.124e-04,0.2135,,,,,,,
472,   1.385e-01,-3.99E-01,-5.97E-03,0.114,-0.007,-0.993,   1.047e-04,0.0942,,,,,,,
473,   9.926e-02,-3.99E-01,-9.52E-03,0.062,-0.015,-0.998,   8.950e-05,-0.0349,,,,,,,
474,   6.721e-02,-3.99E-01,-1.02E-02,-0.03,-0.02,-0.999,   6.858e-05,-0.0957,,,,,,,
475,   4.454e-02,-3.99E-01,-8.22E-03,-0.178,-0.039,-0.983,   4.382e-05,-0.221,,,,,,,
476,   3.281e-02,-3.99E-01,-3.56E-03,-0.713,-0.106,-0.693,   2.121e-05,-0.103,,,,,,,
477,   3.281e-02,-3.99E-01,   6.688e-03,-0.914,-0.144,0.38,   3.869e-05,0.2136,,,,,,,
478,   4.454e-02,-3.99E-01,   2.124e-02,-0.64,-0.121,0.759,   5.677e-05,-1.1457,,,,,,,
479,   6.721e-02,-3.99E-01,   3.437e-02,-0.38,-0.108,0.919,   7.460e-05,-1.0556,,,,,,,
480,   9.926e-02,-3.99E-01,   4.334e-02,-0.174,-0.098,0.98,   9.115e-05,-1.2727,,,,,,,
481,   1.385e-01,-3.99E-01,   4.696e-02,-0.019,-0.092,0.996,   1.045e-04,-1.2145,,,,,,,
482,   1.823e-01,-3.99E-01,   4.544e-02,0.085,-0.087,0.993,   1.125e-04,-1.2734,,,,,,,
483,   2.276e-01,-3.99E-01,   3.996e-02,0.154,-0.079,0.985,   1.133e-04,-1.1974,,,,,,,
484,   2.714e-01,-3.99E-01,   3.196e-02,0.206,-0.065,0.976,   1.065e-04,-0.7139,,,,,,,
485,   3.107e-01,-3.99E-01,   2.290e-02,0.246,-0.05,0.968,   9.228e-05,-0.4372,,,,,,,
486,   3.427e-01,-3.99E-01,   1.412e-02,0.286,-0.037,0.957,   7.159e-05,-0.2786,,,,,,,
487,   3.654e-01,-3.99E-01,   6.418e-03,0.374,-0.036,0.927,   4.650e-05,-2.0427,,,,,,,
488,   3.771e-01,-3.99E-01,   1.441e-03,0.435,-0.042,0.9,   1.633e-05,-2.0765,,,,,,,
Strip 17,,,,,,,,,,,,,,,
489,   3.776e-01,-3.94E-01,   8.862e-04,-0.284,0.027,-0.959,   4.577e-05,0.4077,,,,,,,
490,   3.658e-01,-3.94E-01,   3.558e-03,-0.199,0.019,-0.98,   1.313e-04,0.3545,,,,,,,
491,   3.431e-01,-3.94E-01,   6.673e-03,-0.095,0.024,-0.995,   2.056e-04,0.2985,,,,,,,
492,   3.109e-01,-3.94E-01,   8.265e-03,-0.014,0.043,-0.999,   2.670e-04,0.3739,,,,,,,
493,   2.715e-01,-3.94E-01,   7.459e-03,0.05,0.048,-0.998,   3.113e-04,0.3139,,,,,,,
494,   2.276e-01,-3.94E-01,   4.174e-03,0.097,0.032,-0.995,   3.350e-04,0.2507,,,,,,,
495,   1.821e-01,-3.94E-01,-8.11E-04,0.121,0.009,-0.993,   3.358e-04,0.1831,,,,,,,
496,   1.382e-01,-3.94E-01,-6.04E-03,0.115,-0.007,-0.993,   3.127e-04,0.0631,,,,,,,
497,   9.877e-02,-3.94E-01,-9.62E-03,0.061,-0.015,-0.998,   2.672e-04,-0.0673,,,,,,,
498,   6.660e-02,-3.94E-01,-1.03E-02,-0.031,-0.021,-0.999,   2.048e-04,-0.1543,,,,,,,
499,   4.386e-02,-3.94E-01,-8.29E-03,-0.177,-0.039,-0.983,   1.308e-04,-0.3022,,,,,,,
500,   3.208e-02,-3.94E-01,-3.56E-03,-0.72,-0.107,-0.686,   6.399e-05,0.0656,,,,,,,
501,   3.208e-02,-3.94E-01,   6.790e-03,-0.914,-0.144,0.38,   1.155e-04,0.3122,,,,,,,
502,   4.386e-02,-3.94E-01,   2.144e-02,-0.642,-0.121,0.757,   1.700e-04,-1.031,,,,,,,
503,   6.660e-02,-3.94E-01,   3.470e-02,-0.381,-0.108,0.918,   2.229e-04,-1.2825,,,,,,,
504,   9.877e-02,-3.94E-01,   4.375e-02,-0.175,-0.098,0.98,   2.722e-04,-1.3849,,,,,,,
505,   1.382e-01,-3.94E-01,   4.741e-02,-0.02,-0.092,0.996,   3.119e-04,-1.2801,,,,,,,
506,   1.821e-01,-3.94E-01,   4.588e-02,0.085,-0.087,0.993,   3.358e-04,-1.2193,,,,,,,
507,   2.276e-01,-3.94E-01,   4.035e-02,0.155,-0.079,0.985,   3.385e-04,-1.0684,,,,,,,
508,   2.715e-01,-3.94E-01,   3.226e-02,0.207,-0.065,0.976,   3.182e-04,-0.6364,,,,,,,
509,   3.109e-01,-3.94E-01,   2.308e-02,0.248,-0.05,0.967,   2.757e-04,-0.4559,,,,,,,
510,   3.431e-01,-3.94E-01,   1.420e-02,0.289,-0.037,0.957,   2.139e-04,-0.4286,,,,,,,
511,   3.658e-01,-3.94E-01,   6.433e-03,0.375,-0.036,0.926,   1.389e-04,-1.0772,,,,,,,
512,   3.776e-01,-3.94E-01,   1.441e-03,0.433,-0.042,0.9,   4.874e-05,-0.0204,,,,,,,
Strip 18,,,,,,,,,,,,,,,
513,   3.786e-01,-3.84E-01,   8.781e-04,-0.28,0.027,-0.96,   7.546e-05,0.3852,,,,,,,
514,   3.667e-01,-3.84E-01,   3.571e-03,-0.201,0.019,-0.979,   2.168e-04,0.3905,,,,,,,
515,   3.438e-01,-3.84E-01,   6.842e-03,-0.103,0.025,-0.994,   3.397e-04,0.4072,,,,,,,
516,   3.114e-01,-3.84E-01,   8.670e-03,-0.02,0.043,-0.999,   4.407e-04,0.3916,,,,,,,
517,   2.718e-01,-3.84E-01,   7.934e-03,0.052,0.048,-0.998,   5.139e-04,0.3507,,,,,,,
518,   2.275e-01,-3.84E-01,   4.472e-03,0.102,0.032,-0.994,   5.533e-04,0.2803,,,,,,,
519,   1.817e-01,-3.84E-01,-7.70E-04,0.125,0.009,-0.992,   5.545e-04,0.1813,,,,,,,
520,   1.375e-01,-3.84E-01,-6.19E-03,0.118,-0.006,-0.993,   5.162e-04,0.0566,,,,,,,
521,   9.779e-02,-3.84E-01,-9.82E-03,0.06,-0.015,-0.998,   4.410e-04,-0.0563,,,,,,,
522,   6.540e-02,-3.84E-01,-1.05E-02,-0.032,-0.021,-0.999,   3.380e-04,-0.1003,,,,,,,
523,   4.250e-02,-3.84E-01,-8.43E-03,-0.176,-0.039,-0.984,   2.159e-04,-0.1491,,,,,,,
524,   3.065e-02,-3.84E-01,-3.55E-03,-0.733,-0.109,-0.672,   1.078e-04,0.5048,,,,,,,
525,   3.065e-02,-3.84E-01,   6.990e-03,-0.914,-0.144,0.38,   1.907e-04,0.6343,,,,,,,
526,   4.250e-02,-3.84E-01,   2.184e-02,-0.647,-0.122,0.753,   2.821e-04,-0.5701,,,,,,,
527,   6.540e-02,-3.84E-01,   3.533e-02,-0.384,-0.108,0.917,   3.684e-04,-1.26,,,,,,,
528,   9.779e-02,-3.84E-01,   4.454e-02,-0.177,-0.098,0.979,   4.495e-04,-1.3935,,,,,,,
529,   1.375e-01,-3.84E-01,   4.829e-02,-0.02,-0.092,0.996,   5.149e-04,-1.242,,,,,,,
530,   1.817e-01,-3.84E-01,   4.676e-02,0.085,-0.087,0.993,   5.542e-04,-0.9962,,,,,,,
531,   2.275e-01,-3.84E-01,   4.114e-02,0.157,-0.079,0.984,   5.588e-04,-0.7613,,,,,,,
532,   2.718e-01,-3.84E-01,   3.286e-02,0.211,-0.065,0.975,   5.256e-04,-0.5541,,,,,,,
533,   3.114e-01,-3.84E-01,   2.346e-02,0.252,-0.05,0.966,   4.555e-04,-0.3912,,,,,,,
534,   3.438e-01,-3.84E-01,   1.436e-02,0.293,-0.037,0.955,   3.535e-04,-0.2652,,,,,,,
535,   3.667e-01,-3.84E-01,   6.462e-03,0.375,-0.036,0.926,   2.293e-04,-0.0498,,,,,,,
536,   3.786e-01,-3.84E-01,   1.440e-03,0.431,-0.042,0.902,   8.033e-05,0.1294,,,,,,,
Strip 19,,,,,,,,,,,,,,,
537,   3.800e-01,-3.70E-01,   8.661e-04,-0.273,0.026,-0.962,   1.039e-04,0.3675,,,,,,,
538,   3.680e-01,-3.70E-01,   3.589e-03,-0.204,0.019,-0.979,   2.992e-04,0.3836,,,,,,,
539,   3.448e-01,-3.70E-01,   7.090e-03,-0.115,0.026,-0.993,   4.691e-04,0.41,,,,,,,
540,   3.121e-01,-3.70E-01,   9.264e-03,-0.029,0.043,-0.999,   6.079e-04,0.4018,,,,,,,
541,   2.721e-01,-3.70E-01,   8.632e-03,0.054,0.048,-0.997,   7.088e-04,0.3616,,,,,,,
542,   2.274e-01,-3.70E-01,   4.910e-03,0.11,0.032,-0.993,   7.637e-04,0.2853,,,,,,,
543,   1.811e-01,-3.70E-01,-7.09E-04,0.131,0.01,-0.991,   7.653e-04,0.1795,,,,,,,
544,   1.364e-01,-3.70E-01,-6.40E-03,0.121,-0.006,-0.993,   7.122e-04,0.0499,,,,,,,
545,   9.635e-02,-3.70E-01,-1.01E-02,0.058,-0.015,-0.998,   6.082e-04,-0.061,,,,,,,
546,   6.364e-02,-3.70E-01,-1.07E-02,-0.034,-0.021,-0.999,   4.662e-04,-0.0977,,,,,,,
547,   4.051e-02,-3.70E-01,-8.63E-03,-0.175,-0.038,-0.984,   2.976e-04,-0.1665,,,,,,,
548,   2.853e-02,-3.70E-01,-3.54E-03,-0.749,-0.111,-0.653,   1.530e-04,0.5287,,,,,,,
549,   2.853e-02,-3.70E-01,   7.284e-03,-0.914,-0.144,0.38,   2.631e-04,0.635,,,,,,,
550,   4.051e-02,-3.70E-01,   2.243e-02,-0.654,-0.123,0.747,   3.921e-04,-0.5329,,,,,,,
551,   6.364e-02,-3.70E-01,   3.627e-02,-0.388,-0.109,0.915,   5.091e-04,-1.2447,,,,,,,
552,   9.635e-02,-3.70E-01,   4.571e-02,-0.18,-0.099,0.979,   6.203e-04,-1.3906,,,,,,,
553,   1.364e-01,-3.70E-01,   4.958e-02,-0.021,-0.092,0.996,   7.101e-04,-1.2462,,,,,,,
554,   1.811e-01,-3.70E-01,   4.806e-02,0.085,-0.087,0.993,   7.643e-04,-0.9997,,,,,,,
555,   2.274e-01,-3.70E-01,   4.230e-02,0.16,-0.079,0.984,   7.711e-04,-0.7625,,,,,,,
556,   2.721e-01,-3.70E-01,   3.374e-02,0.216,-0.065,0.974,   7.257e-04,-0.5548,,,,,,,
557,   3.121e-01,-3.70E-01,   2.400e-02,0.258,-0.05,0.965,   6.292e-04,-0.3881,,,,,,,
558,   3.448e-01,-3.70E-01,   1.459e-02,0.299,-0.037,0.953,   4.886e-04,-0.258,,,,,,,
559,   3.680e-01,-3.70E-01,   6.505e-03,0.376,-0.036,0.926,   3.163e-04,-0.0273,,,,,,,
560,   3.800e-01,-3.70E-01,   1.439e-03,0.427,-0.042,0.903,   1.106e-04,0.1477,,,,,,,
Strip 20,,,,,,,,,,,,,,,
561,   3.818e-01,-3.52E-01,   8.507e-04,-0.266,0.025,-0.964,   1.305e-04,0.3512,,,,,,,
562,   3.696e-01,-3.52E-01,   3.613e-03,-0.207,0.02,-0.978,   3.769e-04,0.3743,,,,,,,
563,   3.462e-01,-3.52E-01,   7.412e-03,-0.13,0.027,-0.991,   5.917e-04,0.4112,,,,,,,
564,   3.131e-01,-3.52E-01,   1.003e-02,-0.039,0.044,-0.998,   7.656e-04,0.4134,,,,,,,
565,   2.725e-01,-3.52E-01,   9.536e-03,0.056,0.048,-0.997,   8.925e-04,0.3752,,,,,,,
566,   2.272e-01,-3.52E-01,   5.477e-03,0.12,0.032,-0.992,   9.626e-04,0.2926,,,,,,,
567,   1.803e-01,-3.52E-01,-6.31E-04,0.139,0.01,-0.99,   9.645e-04,0.1779,,,,,,,
568,   1.351e-01,-3.52E-01,-6.68E-03,0.126,-0.006,-0.992,   8.972e-04,0.0416,,,,,,,
569,   9.449e-02,-3.52E-01,-1.05E-02,0.056,-0.015,-0.998,   7.656e-04,-0.0679,,,,,,,
570,   6.136e-02,-3.52E-01,-1.10E-02,-0.037,-0.021,-0.999,   5.870e-04,-0.0988,,,,,,,
571,   3.792e-02,-3.52E-01,-8.88E-03,-0.173,-0.038,-0.984,   3.746e-04,-0.1936,,,,,,,
572,   2.579e-02,-3.52E-01,-3.53E-03,-0.769,-0.114,-0.63,   1.998e-04,0.5489,,,,,,,
573,   2.579e-02,-3.52E-01,   7.665e-03,-0.914,-0.144,0.38,   3.313e-04,0.6359,,,,,,,
574,   3.792e-02,-3.52E-01,   2.319e-02,-0.662,-0.123,0.739,   4.986e-04,-0.497,,,,,,,
575,   6.136e-02,-3.52E-01,   3.749e-02,-0.394,-0.109,0.913,   6.425e-04,-1.2299,,,,,,,
576,   9.449e-02,-3.52E-01,   4.722e-02,-0.184,-0.099,0.978,   7.816e-04,-1.3853,,,,,,,
577,   1.351e-01,-3.52E-01,   5.125e-02,-0.023,-0.092,0.995,   8.941e-04,-1.2502,,,,,,,
578,   1.803e-01,-3.52E-01,   4.973e-02,0.086,-0.087,0.993,   9.623e-04,-1.0083,,,,,,,
579,   2.272e-01,-3.52E-01,   4.380e-02,0.164,-0.079,0.983,   9.714e-04,-0.771,,,,,,,
580,   2.725e-01,-3.52E-01,   3.488e-02,0.223,-0.065,0.973,   9.151e-04,-0.5581,,,,,,,
581,   3.131e-01,-3.52E-01,   2.471e-02,0.266,-0.05,0.963,   7.939e-04,-0.3851,,,,,,,
582,   3.462e-01,-3.52E-01,   1.489e-02,0.307,-0.038,0.951,   6.167e-04,-0.2452,,,,,,,
583,   3.696e-01,-3.52E-01,   6.560e-03,0.377,-0.037,0.925,   3.984e-04,-0.0144,,,,,,,
584,   3.818e-01,-3.52E-01,   1.438e-03,0.422,-0.041,0.906,   1.389e-04,0.1546,,,,,,,
Strip 21,,,,,,,,,,,,,,,
585,   3.839e-01,-3.30E-01,   8.321e-04,-0.257,0.024,-0.966,   1.547e-04,0.3328,,,,,,,
586,   3.716e-01,-3.30E-01,   3.641e-03,-0.21,0.02,-0.977,   4.484e-04,0.3628,,,,,,,
